Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Leeming","Farrington Rd, Leeming","Little chance to turn/cross traffic",0,"I often come out of carpark at Leeming Rec Centre, which is where I pick up my kids from Leeming High School.  Cars will stop for the traffic crossing attendant to let kids cross Farrington Rd however it is not marked on the road to leave space for cars coming out of the Rec Centre (whilst the other cars are waiting for the kids to cross). Therefore if cars are continuing to come down Farrington Rd and then stop they are blocking the huge procession of cars coming out of Leeming Rec Centre!",115.8563554287,-32.0793837855
"Gidgegannup","50 & O'Brien Rd, Gidgegannup","Poor or confusing signage",0,"The sign that indicates end of road on the embankment over toodyay road is positioned  too low . need to be higher up embankment and or additional sign added higher above the existing .",116.1285942793,-31.8198324148
"Beechina","94, Wooroloo","Speed limit too high",0,"I know that there have been fatalities at the intersection of Great Eastern Hi & Old Northam Road. The problem is poor visibility of oncoming traffic. I avoid this spot if I can.",116.3271903992,-31.8334513147
"Wattleup","448 Russell Rd, Wattleup","Vegetation/objects block visibility",0,"Can�۪t see when looking west . The rail crossing sign is in the way and the weeds are aloud to grow to high . Had many close calls",115.8112701774,-32.1576528321
"Warnbro","18 & The Avenue, Waikiki","Area requires lights/roundabout",1,"Far too many accidents at the corner of Safety Bay rd and The Avenue.",115.7618062951,-32.3258887681
"Greenfields","35 Murdoch Dr, Greenfields","Confusing layout",0,"House driveway exits onto roundabout with giveaway road marking covering half of the driveway partially blocking access into driveway. Drivers coming up to giveaway sign do not realise that vehicle coming from their right is trying to turn into driveway and there are many near misses. Also local hoons use the roundabout as a racetrack particularly when it�۪s wet and often get out of control when drifting around the roundabout.",115.7510894537,-32.5292866545
"Hillarys","Whitfords Ave, Hillarys","Vegetation/objects block visibility",0,"There is at least 3 areas here where the hedges are too high. If you are in a sedan there is no way you can see. To add to it the road has bends so it�۪s twice as dangerous.",115.7511162758,-31.7958554452
"Como (WA)","1, Como","Confusing layout",0,"The Manning Road off ramp to Canning Highway crosses the path of Kwinana Freeway off ramp to Canning Highway exit. Very confusing and very hard to see, Have to merge across traffic to get into correct lane.Also the Manning Road exit off ramp merges with Canning highway on ramp to Kwinana Freeway south.",115.8565056324,-32.0120606949
"Woodvale (WA)","Wanneroo Rd & Woodvale Dr, Woodvale","Little chance to turn/cross traffic",0,"long cues waiting to turn left or right onto Wanneroo rd from woodvale drive. Leads to drivers pulling out into traffic",115.8094382286,-31.7853933462
"Ludlow","10, Ludlow","Lacks overtaking opportunities",1,"1.  Idiots who drive slowly (approx 90 kph) on the single lane then speed up to (about 110) on the few short dual lanes.   2.  Impatient idiots trying to overtake them, often following too close and overtaking over solid white lines. 3.  Holidaying Idiots who have lost concentration by the end of the Forrest Hwy.  More care is needed on the narrow road between Capel and Busselton.",115.51445961,-33.599464607
"Ludlow","10, Ludlow","Lacks overtaking opportunities",0,"Drivers who drive slowly 80 to 100ks on the single lanes then speed up to about 110 on the few overtaking lanes. Impatient drivers following too closely and/or overtaking over solid white lines. As well as being narrow the road surface is very uneven in lots of places. ",115.4921007156,-33.6132611981
"Ludlow","10, Ludlow","Lacks overtaking opportunities",0,"Impatient drivers who follow too closely or overtake over solid white lines because there aren't many places to overtake. The road surface is very bumpy compared to other highways. ",115.5195236206,-33.5900630745
"Ludlow","10, Ludlow","Lacks overtaking opportunities",0,"The road surface is very uneven in lots of places. Many drivers drive slowly on the single lanes then speed up to about 110 on the overtaking lanes.  There are only three overtaking lanes and they are too short to overtake the slow vehicles especially as most speed up there. Commuting and holiday drivers follow too close and overtake on solid white lines.   ",115.519952774,-33.5894910851
"Kiara","Bottlebrush Dr & Roseheath Blvd, Kiara","Vegetation/objects block visibility",0,"Poor visibility turning right,you can�۪t see oncoming traffic ,",115.9335681796,-31.8794093741
"Lyalls Mill","1260-1476 Collie-Preston Rd, Lyalls Mill","Narrow road, lanes or bridges",0,"Large trucks also use this road witch I consider is only wide enough for motorcars.",116.1194801331,-33.4774153712
"Wattle Grove (WA)","4, Wattle Grove","Poor road surface quality",0,"The stretch of road between Welshpool road and Kelvin road is very dangerous. The road surface quality is poor and uneven. Many large trucks also travel along this stretch, making it even more of a risk for motorists",116.0003256798,-32.0188288897
"Darch","Evandale Rd & Tissington Dr, Darch","Vegetation/objects block visibility",0,"A lot of vegetation blocks the view to the South",115.8447816968,-31.8139977333
"Charley Creek","187-187 Charley Creek Rd, Charley Creek","Poor road surface quality",0,"",115.9037017822,-33.5682890526
"Ledge Point","60, Ledge Point","Lacks overtaking opportunities",0,"",115.4126644135,-31.100716731
"Swanbourne","71 & Alfred Rd, Swanbourne","Little chance to turn/cross traffic",0,"There is no turning arrow at this set of traffic lights. The entrance to the Barracks is opposite Alfred road and they also do not have turning arrows. I have seen several accidents where people do not notice oncoming traffic coming out of the barracks.",115.7668554783,-31.9710906261
"Fremantle","1589 Marine Tce, Fremantle","Poor or confusing signage",2,"Here is a speed hump with unclear road marking, similar but slightly different from a pedestrian crossing.  Pedestrians do not read the sign saying that they should give way to cars and presume it is a crosswalk (it has almost got zebra stripes and the paint is white).  This is a hazard for drivers and pedestrians.  These are found throughout Fremantle.",115.746588707,-32.05820913300004
"Fremantle","1-17 Wray Ave, Fremantle","Poor or confusing signage",0,"Here is a speed hump with unclear road marking, similar but slightly different from a pedestrian crossing.  Pedestrians do not read the sign saying that they should give way to cars and presume it is a crosswalk (it has almost got zebra stripes and the paint is white).  This is a hazard for drivers and pedestrians.  These are found throughout Fremantle.",115.7522535324,-32.060027672600036
"West Leederville","72 & Southport St, West Leederville","Poorly timed traffic light system",1,"When traffic crosses to join the Freeway on ramp there is no left tuning allowed until the light sequence changes to allow a left turn. Unnecessary traffic build up waiting to turn left",115.8372876048,-31.936002437
"Inglewood (WA)","Beaufort St & Seventh Ave, Inglewood","Speed limit too high",0,"I have been involved in an accident where a vehicle drove out in front of me due to the median strip being too small.",115.8836817741,-31.9232455678
"Wembley","72 & Harborne St, Wembley","Poorly timed traffic light system",0,"When traffic is heading towards Lake Monger on Grantham St and have their light sequence to go straight or turn right the traffic in Harborne Street do not get a left turning arrow. If they could a few extra cars could move by turning left. Less build up of traffic",115.8199444413,-31.9344045107
"Unknown","Corner progress drive and Bibra drive","Confusing layout",0,"people not seeing cars from North lake road side   Trying to cross over  ",115.5377197266,-31.9381784856
"North Perth","Fitzgerald St & Grosvenor Rd, North Perth","Other",0,"Many vehicles cross Fitzgerald St at Grosvenor Rd (or Raglan Rd, Chelmsford Rd etc) at peak hours. Traffic is heavy travelling into or out of the city. Cars use the Bus lane as a means of overtaking traffic lines in order to avoid delays or pure impatience. It makes for very dangerous road use crossing Fitzgerald St when vehicle in the non bus lane leave a gap for crossing cars and impatient cars speed down the Bus Lane. There are hundreds of cars doing this every peak hour.",115.8587613702,-31.9347618841
"Roelands","Raymond Rd, Australind","Little chance to turn/cross traffic",0,"99 tonne roadtrains pulling out of Raymond road to head north have little time to get moving and across southbound traffic without causing interuption to the traffic flow.",115.7527685165,-33.2849518146
"Murdoch","South St, Kardinya","Confusing layout",0,"Daily observation of near collisions due to cars making a right turn in the 3rd lane of a 70 km/h road while road bends slightly to the left.",115.8246892691,-32.0684902255
"Kardinya","13, Kardinya","Confusing layout",0,"Road merges from 3 to 2 lanes. Signage ignored by road users, resulting in cars leaving it to the very last minute to merge. With a traffic light close ahead, merging has to be done on a downward slope while braking for the traffic light. Road marking, ie. white lines on the road should be added to force traffic to merge sooner, further away from the traffic light, allowing for more time and room to merge.",115.8060801029,-32.066617302500035
